,0,1,2,3,4,5,6,7,8,9,10,11,Results
0,-2.952926501766274,1.184524561420645,1.2268326785891037,-2.9311653597823084,-2.952926501766274,-2.175042378061695,-2.9311653597823084,-0.9694703905670686,-2.175042378061695,-2.7034671789442606,-1.7306939342814918,0.6747495785043799,0
1,-2.3917137735989606,0.3275380439688709,0.8761009652937471,-2.7348636985865475,-2.3917137735989606,-1.7472425147068673,-2.7348636985865475,-1.1539211333960122,-1.7472425147068673,-1.6880382788350294,-1.5512286978720107,1.293128747762272,0
2,-3.4059438743234516,0.540775335272033,1.2297684459986833,-2.2167536510092445,-3.4059438743234516,-2.8074172523131287,-2.2167536510092445,-2.616735724729934,-2.8074172523131287,-0.8032695777294897,0.8729620777127511,-0.7286451008209429,0
3,-0.6993029344640115,1.5089095964069152,-0.4575142056529513,0.043825507038763235,-0.6993029344640115,-0.8922239965007926,0.043825507038763235,-1.5250328561335738,-0.8922239965007926,0.4069355014335456,2.409555916141417,-2.8044761225569093,0
4,-0.33646739290108185,1.6902973890243764,-1.0589395684317766,-0.34033797813767125,-0.33646739290108185,-0.03622756521817316,-0.34033797813767125,-1.6719836222254227,-0.03622756521817316,0.05655360050862075,1.7088483596300104,-1.7610925650472813,0
5,-1.6812587722566483,2.65259937191684,1.9879693460322643,1.1886142966388142,-1.6812587722566483,1.4056894966388587,1.1886142966388142,1.6706527960220647,1.4056894966388587,-5.784865258068505,-2.2883198664101605,0.8344073292369568,0
6,-1.7438687519266431,2.139615802705663,-0.6255877340134214,-2.6799289045958896,-1.7438687519266431,-1.1942425100188594,-2.6799289045958896,-1.9733407503402636,-1.1942425100188594,-1.506984816862157,-0.18102190298918774,-0.5514829714781597,0
7,-3.024570669156966,1.8399289883543726,0.6720469859766389,-4.219604383764277,-3.024570669156966,-4.6320526280060506,-4.219604383764277,-1.3173905820897749,-4.6320526280060506,-1.1220499924832494,-0.37235434283632773,-2.3643505893790033,0
8,-2.713559663622983,1.180546994297646,0.841854800004727,-2.75414360813053,-2.713559663622983,-3.0489756792550025,-2.75414360813053,-1.4585329871026902,-3.0489756792550025,-1.1617637878699576,-0.08054284058454664,-1.199023966935571,0
9,0.26632686537546574,0.7708898493718019,-0.7538133390271551,-1.67063324349432,0.26632686537546574,-1.7266077117499397,-1.67063324349432,0.2226248379782818,-1.7266077117499397,0.7306696572361563,-0.040802497789007575,-1.7509272971095327,0
10,-1.3852723401720035,1.8510980168247961,0.27917851407364613,-2.099567952873633,-1.3852723401720035,-1.2025225065787448,-2.099567952873633,0.040733290418684565,-1.2025225065787448,-2.4110531042424777,-1.591961293949986,-0.19004070715995017,0
11,-1.6901861094123334,0.9368184927485343,0.39064908463344983,-2.2251690558384927,-1.6901861094123334,-1.673267135614105,-2.2251690558384927,-0.7634927829725582,-1.673267135614105,-1.304926077940494,-0.878694029645718,-0.053565857462366875,0
12,-1.6219299485173002,1.2337865055863877,-0.5064643867543089,-2.910778693112478,-1.6219299485173002,-1.5479894629628719,-2.910778693112478,-1.8824667917645805,-1.5479894629628719,-0.7399038038322728,-0.35697101580104484,-0.09850675257088894,0
13,1.4533405647676545,-3.705260822548766,2.77345688317832,6.479262657183034,1.4533405647676545,1.5129801171746369,6.479262657183034,2.7727785566579097,1.5129801171746369,2.166766381128072,2.3262015962119102,-0.4977760053392024,1
14,-4.180322578640568,-0.13205475412457024,2.017865709522485,-0.1470616509011276,-4.180322578640568,-1.4962935808366455,-0.1470616509011276,-3.9353321631901585,-1.4962935808366455,-0.8329043470489842,2.560229494875059,-0.12188673485528194,0
15,0.33721882406010617,0.4592068364023454,-0.8226614780723623,-0.8105392243295497,0.33721882406010617,-1.126811964642065,-0.8105392243295497,-0.3941478880676498,-1.126811964642065,1.2608218279324457,0.9453659783482078,-1.7705214119522883,0
16,-3.874857218812386,-0.025722304422832964,1.011244647870173,-3.7746102596177433,-3.874857218812386,-3.2027782255882022,-3.7746102596177433,-3.389164489999749,-3.2027782255882022,-0.6352789130704785,-0.007199817669519604,0.7060964097690622,0
17,-0.6966570891443726,0.4455912709474734,-1.0967196614692045,-1.1491448238052906,-0.6966570891443726,-0.6413190272617619,-1.1491448238052906,-2.6793191769789413,-0.6413190272617619,1.3257626081430502,1.935383078627805,-0.9325499519762647,0
18,-2.810409443792058,1.056356985476951,1.7728171524455059,-0.16368708058981501,-2.810409443792058,-0.1360594820041009,-0.16368708058981501,-1.094581123661187,-0.1360594820041009,-3.2211798079846954,-0.49900591272412864,0.9606319787580285,0
19,-0.5847869257525489,0.485675809915485,-0.8245166419301463,-1.3609939615331905,-0.5847869257525489,-0.8164396577400264,-1.3609939615331905,-1.7907662906476545,-0.8164396577400264,0.7809851114118362,0.9968016203464037,-0.692124779919234,0
20,-3.081205780199824,1.1848350469119877,2.8881107304870843,1.1712962531332398,-3.081205780199824,2.247545880193265,1.1712962531332398,0.12220323598435678,2.247545880193265,-6.303984670188059,-2.714016192403128,3.870056075468201,0
21,-3.5680302147491667,1.5198943156671123,1.6310948465524353,-1.873960738813924,-3.5680302147491667,-1.3879860017116825,-1.873960738813924,-1.682519166379962,-1.3879860017116825,-3.413842203099411,-0.9017676355511062,0.7202923874655112,0
22,-1.665845749267045,-0.16228487167885008,0.628199776663879,-1.168855306113524,-1.665845749267045,0.18274261928322177,-1.168855306113524,-1.2929271048600457,0.18274261928322177,-1.5369768747269024,-1.139332080897975,2.3487713908711996,0
23,-2.5013288936488838,1.4466100173487635,1.5861757957744655,-0.9734976242340535,-2.5013288936488838,-1.827219735884443,-0.9734976242340535,-0.3400476890608366,-1.827219735884443,-2.451909970544481,-0.3341625370358038,-0.9840674204571457,1
